conditionId	ActD	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	SOCS3oe	SOCS3prom	STAT5imp	epo_level	CIS	CISHRNA	CISHnRNA1	CISHnRNA2	CISHnRNA3	CISHnRNA4	CISHnRNA5	EpoRJAK2	PTP	SOCS3	SOCS3RNA	SOCS3nRNA1	SOCS3nRNA2	SOCS3nRNA3	SOCS3nRNA4	SOCS3nRNA5	STAT5	nSTAT5deact	step_time	vol_cyt	vol_nuc
D29_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000125	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D30_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000175	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D31_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.00000017675	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D32_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D33_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.00000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D34_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D35_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D36_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000395	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D37_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000007905	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D38_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000007905	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D39_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000079	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D40_Merkle_RS06_DR004	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000125	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D41_Merkle_RS06_DR004	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D42_Merkle_RS06_DR004	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.00000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D43_Merkle_RS06_DR004	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D44_Merkle_RS06_DR004	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D45_Merkle_RS06_DR005	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.000010667	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2_H838	init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D46_Merkle_RS06_DR005	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.0000013333	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2_H838	init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D47_Merkle_RS06_DR005	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.000021333	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2_H838	init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
